trial_id,stim_id,param_id,sample_n_mean,sample_n_std
16,38,0,22.05,18.1121506177483
8,27,0,22.9,21.518413167869927
0,43,0,38.0,44.424981118380025
9,12,0,33.85,43.34230339008178
9,7,0,39.75,44.9793812412099
11,15,0,33.35,38.12482959409717
13,4,0,32.35,33.45739631861769
8,40,0,19.5,25.20964727618127
9,16,0,25.15,26.614746604882512
10,32,0,39.5,56.36114749868407
12,26,0,20.15,19.36974037268603
13,18,0,41.7,50.158800455731544
0,47,0,35.45,35.46158039640262
19,21,0,34.1,39.83109073919121
6,40,0,30.7,30.85296198354211
12,40,0,41.0,44.882302220714784
2,24,0,31.3,36.871184013078775
5,17,0,40.25,51.33366085564233
2,36,0,40.75,71.84184017687743
19,17,0,18.6,33.927787090261354
16,41,0,20.2,27.33534438472614
9,20,0,28.25,34.87100288356019
15,1,0,44.45,42.813518524188744
5,5,0,25.85,19.770459090056026
13,9,0,23.65,21.00945902257011
14,42,0,22.85,30.161451521681393
14,45,0,24.05,25.70577448950456
15,9,0,29.95,28.79779779592073
11,10,0,27.2,33.361812395548746
9,11,0,25.05,24.11480218062189
6,36,0,51.45,57.629921869952604
9,0,0,22.5,14.543944299586466
14,35,0,20.9,17.570609431362183
12,38,0,28.95,47.14532404117473
18,44,0,29.05,44.17962736017825
13,3,0,29.05,36.65267276819838
13,19,0,22.55,21.421767090115555
5,17,0,30.35,42.10797524160201
7,14,0,26.4,39.71795298695144
12,32,0,22.25,17.356554957709783
10,37,0,20.25,23.19681239444674
12,42,0,17.7,18.65786133171978
18,27,0,27.75,40.41739463985382
4,38,0,37.9,50.64208775940797
13,7,0,19.9,21.759208576939027
10,34,0,29.1,31.250936828062912
6,34,0,21.6,23.868940399386684
6,27,0,30.8,26.957276139144795
3,17,0,27.05,28.505724263548778
13,20,0,16.55,18.855335696044406
10,42,0,23.8,30.38455286213011
7,23,0,36.4,60.87467713088484
3,11,0,28.05,29.014470074158005
17,18,0,27.35,32.52250233138183
2,30,0,38.15,34.343887834357766
16,39,0,19.1,14.54900973298617
0,42,0,27.25,24.365365842350467
3,2,0,34.9,49.66296936667993
18,26,0,26.1,28.57658224196132
15,12,0,45.45,54.44985621748935
8,28,0,34.3,33.22031718217348
7,9,0,27.9,35.90469841707423
6,28,0,24.5,27.186490453125696
0,28,0,25.15,27.307749044817605
7,12,0,23.7,25.664023559511435
7,17,0,19.35,25.332057908798816
15,13,0,19.7,18.221156009314818
1,23,0,38.2,46.660701373121036
12,32,0,36.45,42.45799782075655
0,44,0,27.2,31.010354807114965
16,44,0,30.85,36.860012565323274
17,15,0,20.5,29.032649497455537
14,38,0,25.6,33.45130002980766
14,42,0,29.7,36.63777170884542
9,19,0,30.5,31.35618800676813
16,43,0,19.75,21.1482859825566
17,12,0,24.5,31.506891476728004
15,20,0,29.45,33.413635729019056
1,6,0,17.3,18.1400980673958
4,27,0,17.2,17.937317759939823
14,37,0,22.75,21.339054879677654
3,6,0,32.0,39.48883919606439
18,47,0,16.65,29.220171475414574
2,31,0,38.3,37.868331443513455
10,26,0,19.3,25.811258253552438
9,10,0,26.05,33.26207734753926
1,6,0,32.35,42.7135809784195
12,43,0,21.3,20.4195468788326
9,14,0,36.15,43.50713795035912
6,36,0,66.25,68.46733758362065
4,37,0,21.85,25.46881478035029
15,2,0,16.85,24.908833774386146
13,18,0,19.45,24.223683495811766
18,28,0,22.9,29.994560910447184
